Year,huc12,Shrub/Scrub,Open_Water,Emergent_Herbaceous_Wetlands,Barren_Land,Grassland/Herbaceous,"Developed,_High_Intensity",Woody_Wetlands,Evergreen_Forest,Cultivated_Crops,Pasture/Hay,"Developed,_Medium_Intensity",Deciduous_Forest,"Developed,_Low_Intensity","Developed,_Open_Space"
2000,170402080108,60.56037438617338,0.010956188962403787,1.0986295464846698,,0.9007552496947686,0.000782584925885985,0.29064590355306746,6.5485264186707175,17.665854220755175,9.285631007279175,0.004695509555315909,1.526074364043101,0.3698557738947038,1.7372188460076334
2000,170402080305,81.12812948910721,0.14066331505800883,,0.014476100628768519,0.6803767295521205,,0.013160091480698653,5.562197817850396,10.28364125797056,0.24082967409678538,,0.24438547920666828,0.31958895099362544,1.372551094055173
2000,170402080306,56.72911834658703,0.0001352235597490194,0.34760848041965164,,2.4873208095489456,,0.014268416994206876,3.710427233241568,32.863111278684705,1.213365664509322,0.010701312745655157,0.14497364469506077,0.39855512227543743,2.0804144667386635
2000,170402080201,61.45617224199184,0.003118943287336871,0.1762202957345332,,0.014035244793015919,,0.062232091944980396,5.553070593550811,27.924247839306176,0.0015594716436684356,,3.778838300036475,0.0561532103222101,0.9743517673889656
2000,170402080203,66.15651783828768,,,,0.002655343863906441,,0.005310687727812882,20.23073167948104,10.912015857921812,,0.049816333509523185,0.6319718396097329,0.6359496488489967,1.3750307707494813
2000,170402080202,60.25897663466663,,0.015198450791116607,,0.4952161882772161,0.0006332687829631919,0.024697482535564485,8.733963585604593,27.380331943105574,0.13995240103486542,0.04749515872223939,0.51303960025889,0.8793172975108161,1.5111779887095365
2000,170402080204,29.695129294512856,0.0086540889382417,0.009272238148116107,,0.21589164169182234,0.009890387357990514,0.011744834987613736,12.870610752751555,52.778217081203195,0.0024725968394976286,0.11126685777739329,0.33849365909812834,1.766040172038438,2.182316394655156
2000,170402080208,57.79201268347735,,0.2533913135718748,,0.532121758500937,,0.08377439776399558,32.02545117006544,7.085454605753549,0.32975649964245746,0.0774396149246987,0.20652013113248904,0.7233328311051254,0.8907449940620729
2000,170402080209,46.62783244927203,0.005170476000779421,0.23765940864759055,,0.09968204614051672,,0.30662612382661436,48.34967530424537,1.566225044934139,0.917722316781479,,0.6858180196563245,0.3593142880933804,0.8442745224017796
2000,170402080207,56.21760287607894,0.0036212283220669354,1.3552446995335505,,0.05703434607255423,,1.6938721503329508,26.670694513959802,5.025774980138274,1.6316864294610642,0.01943037510458072,5.535551622065324,1.1376408293919338,0.6518459495389646
2000,170402080210,52.20361438935704,0.0060935872243045065,0.8526680930971087,,1.3793292696939259,0.022343153155783193,0.788836771238332,18.745869653071363,17.4001945088973,2.9214051111177577,0.20298814383080246,2.0774831079190625,1.599662232061883,1.7995119793353307
2000,170402080301,54.461530686507274,,,,0.315570439719067,,0.008040732539046747,40.104378051461524,0.3452914220530964,,,4.629692415083565,0.01817658552840849,0.11731966710801041
2000,170402080303,65.12708123323537,,,,1.6482975468752388,,0.008380672630813428,18.30564359096111,7.118411871081463,0.27671995065459964,0.09705804867967928,5.218345772223441,0.5522830398323183,1.6477782738259565
2000,170402080302,62.878557425308756,0.405880337434384,3.535996085577365,,3.6145644946593647,0.005757167906870695,0.17958412871853427,2.240619195825804,19.1566431974588,2.9934479196008104,0.25758810957437056,0.4135311620400343,2.044169951709496,2.273660824185433
